supertype_id,supertype_label,supertype_id_label,supertype.markers.combo,supertype.markers.combo (within subclass),subclass_id,subclass_label,subclass_id_label,class_id,class_label,class_id_label,cell_set_accession.supertype,cell_set_accession.subclass,cell_set_accession.class
1,CLA-EPd-CTX Car3 Glut_1,0001 CLA-EPd-CTX Car3 Glut_1,"Car3,Nrg3,Gm34567",Itga8,1,CLA-EPd-CTX Car3 Glut,001 CLA-EPd-CTX Car3 Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0001,CS20230722_SUBC_001,CS20230722_CLAS_01
2,CLA-EPd-CTX Car3 Glut_2,0002 CLA-EPd-CTX Car3 Glut_2,"Ccnb1,Tcf7l1",Egr2,1,CLA-EPd-CTX Car3 Glut,001 CLA-EPd-CTX Car3 Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0002,CS20230722_SUBC_001,CS20230722_CLAS_01
3,IT EP-CLA Glut_1,0003 IT EP-CLA Glut_1,"Osr1,Satb2,Gpr88,Ccdc80,Lhfp","Sema5b,Tll2,5330416C01Rik,Oprk1",2,IT EP-CLA Glut,002 IT EP-CLA Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0003,CS20230722_SUBC_002,CS20230722_CLAS_01
4,IT EP-CLA Glut_2,0004 IT EP-CLA Glut_2,"Osr1,Lcp1,Nrg1,Arhgef26","Dlk1,Lcp1,Adcy8,Nell1",2,IT EP-CLA Glut,002 IT EP-CLA Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0004,CS20230722_SUBC_002,CS20230722_CLAS_01
5,IT EP-CLA Glut_3,0005 IT EP-CLA Glut_3,"Abca8a,Npsr1,Adam33",Gpx3,2,IT EP-CLA Glut,002 IT EP-CLA Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0005,CS20230722_SUBC_002,CS20230722_CLAS_01
6,IT EP-CLA Glut_4,0006 IT EP-CLA Glut_4,"Blnk,Adamts4,Rspo2,Myl4","Pdzrn3,Meis2",2,IT EP-CLA Glut,002 IT EP-CLA Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0006,CS20230722_SUBC_002,CS20230722_CLAS_01
7,L5/6 IT TPE-ENT Glut_1,0007 L5/6 IT TPE-ENT Glut_1,"Susd5,Cyp26b1,Inhbb,Gpc4",Thsd7a,3,L5/6 IT TPE-ENT Glut,003 L5/6 IT TPE-ENT Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0007,CS20230722_SUBC_003,CS20230722_CLAS_01
8,L5/6 IT TPE-ENT Glut_2,0008 L5/6 IT TPE-ENT Glut_2,"Tnfaip6,Ovol2,Etv1","Tnfaip6,Ccnd1,Sema3e,Hpcal1",3,L5/6 IT TPE-ENT Glut,003 L5/6 IT TPE-ENT Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0008,CS20230722_SUBC_003,CS20230722_CLAS_01
9,L5/6 IT TPE-ENT Glut_3,0009 L5/6 IT TPE-ENT Glut_3,"1700023F02Rik,Lpl,Smoc2",Plekha2,3,L5/6 IT TPE-ENT Glut,003 L5/6 IT TPE-ENT Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0009,CS20230722_SUBC_003,CS20230722_CLAS_01
10,L5/6 IT TPE-ENT Glut_4,0010 L5/6 IT TPE-ENT Glut_4,"Dcn,Susd5,Fibcd1,Stra6","Fibcd1,Rorb,St5",3,L5/6 IT TPE-ENT Glut,003 L5/6 IT TPE-ENT Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0010,CS20230722_SUBC_003,CS20230722_CLAS_01
11,L5/6 IT TPE-ENT Glut_5,0011 L5/6 IT TPE-ENT Glut_5,"Susd5,Met,Trhr","Chn2,Itga8,Lypd1",3,L5/6 IT TPE-ENT Glut,003 L5/6 IT TPE-ENT Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0011,CS20230722_SUBC_003,CS20230722_CLAS_01
12,L5/6 IT TPE-ENT Glut_6,0012 L5/6 IT TPE-ENT Glut_6,"Osr1,S100a1,Grin2b",Unc13c,3,L5/6 IT TPE-ENT Glut,003 L5/6 IT TPE-ENT Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0012,CS20230722_SUBC_003,CS20230722_CLAS_01
13,L6 IT CTX Glut_1,0013 L6 IT CTX Glut_1,"Osr1,Satb2,Cd34,Prss35,Whrn,Arhgap15","Wscd1,Osr1,Rftn1,Egfem1",4,L6 IT CTX Glut,004 L6 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0013,CS20230722_SUBC_004,CS20230722_CLAS_01
14,L6 IT CTX Glut_2,0014 L6 IT CTX Glut_2,"Igfbp6,Plekha2,Pld5,Satb2,Syndig1,Sulf1","Ighm,Pld5,Epb41",4,L6 IT CTX Glut,004 L6 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0014,CS20230722_SUBC_004,CS20230722_CLAS_01
15,L6 IT CTX Glut_3,0015 L6 IT CTX Glut_3,"Dkkl1,Fst,Grin2a,Pou3f1,Bmpr1b","Fst,Cpne4,Cpne9",4,L6 IT CTX Glut,004 L6 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0015,CS20230722_SUBC_004,CS20230722_CLAS_01
16,L6 IT CTX Glut_4,0016 L6 IT CTX Glut_4,"Dnah14,Gcnt4,Cbln4,C1ql3,Ptgs2,Osbpl3,Slc26a4","Tmem163,Tnfaip6,Col23a1,Ntng1",4,L6 IT CTX Glut,004 L6 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0016,CS20230722_SUBC_004,CS20230722_CLAS_01
17,L6 IT CTX Glut_5,0017 L6 IT CTX Glut_5,"Ccnb1,Arhgap25,Stxbp6,Ccdc3","Ccdc3,Cpne4,Tmem150c,Cpne9",4,L6 IT CTX Glut,004 L6 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0017,CS20230722_SUBC_004,CS20230722_CLAS_01
18,L5 IT CTX Glut_1,0018 L5 IT CTX Glut_1,"Colq,Trbc2,Rmst",Pld5,5,L5 IT CTX Glut,005 L5 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0018,CS20230722_SUBC_005,CS20230722_CLAS_01
19,L5 IT CTX Glut_2,0019 L5 IT CTX Glut_2,"Dkkl1,Shc4,Npnt,Fezf2","Nkain3,Pcsk5,Ptprm",5,L5 IT CTX Glut,005 L5 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0019,CS20230722_SUBC_005,CS20230722_CLAS_01
20,L5 IT CTX Glut_3,0020 L5 IT CTX Glut_3,"Myl4,Masp1,Arhgap31,Ccnd1,Stxbp6","Stxbp6,Sema3e,Col6a1",5,L5 IT CTX Glut,005 L5 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0020,CS20230722_SUBC_005,CS20230722_CLAS_01
21,L5 IT CTX Glut_4,0021 L5 IT CTX Glut_4,"Myl4,Hsd11b1,Col12a1,Rnf152,Slc17a6","Slc17a6,Rorb",5,L5 IT CTX Glut,005 L5 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0021,CS20230722_SUBC_005,CS20230722_CLAS_01
22,L5 IT CTX Glut_5,0022 L5 IT CTX Glut_5,"Dnah14,Gm34567,Cd24a",Adamts18,5,L5 IT CTX Glut,005 L5 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0022,CS20230722_SUBC_005,CS20230722_CLAS_01
23,L4/5 IT CTX Glut_1,0023 L4/5 IT CTX Glut_1,"Dkkl1,Hsd11b1,Nrg1,Gm20752,Exph5,Barx2","Aldh1l1,Rgs8,Raver2,Whrn",6,L4/5 IT CTX Glut,006 L4/5 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0023,CS20230722_SUBC_006,CS20230722_CLAS_01
24,L4/5 IT CTX Glut_2,0024 L4/5 IT CTX Glut_2,"Ddit4l,Gm20752,Kcnh7,Tmem215,Cpne9","Pld5,Rspo1,Ddit4l,Kcnab3",6,L4/5 IT CTX Glut,006 L4/5 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0024,CS20230722_SUBC_006,CS20230722_CLAS_01
25,L4/5 IT CTX Glut_3,0025 L4/5 IT CTX Glut_3,"Dkkl1,Arhgap25,Rorb,Trbc2,S100b,Dpp10,Lmo3,Thsd7a","Grik3,Chrna4,Rprm,Myl4",6,L4/5 IT CTX Glut,006 L4/5 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0025,CS20230722_SUBC_006,CS20230722_CLAS_01
26,L4/5 IT CTX Glut_4,0026 L4/5 IT CTX Glut_4,"Hkdc1,Scn7a,Dlgap2,Stard8,Prdm8","Cacng4,Lypd1,Stard8,Bmp3",6,L4/5 IT CTX Glut,006 L4/5 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0026,CS20230722_SUBC_006,CS20230722_CLAS_01
27,L4/5 IT CTX Glut_5,0027 L4/5 IT CTX Glut_5,"Il12a,Adam33,Rspo1,Kcnq5","Adam33,Grm8,Cbln2,Adra1a",6,L4/5 IT CTX Glut,006 L4/5 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0027,CS20230722_SUBC_006,CS20230722_CLAS_01
28,L4/5 IT CTX Glut_6,0028 L4/5 IT CTX Glut_6,"Dkkl1,Rspo1,Gpr88,Marcksl1,Vwc2l","Scnn1a,Rspo1,Marcksl1,Igfn1",6,L4/5 IT CTX Glut,006 L4/5 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0028,CS20230722_SUBC_006,CS20230722_CLAS_01
29,L2/3 IT CTX Glut_1,0029 L2/3 IT CTX Glut_1,"Smoc2,Grp,S100a6,Ankrd63,March1","Rspo2,Zfpm2,Olfm3,Fbxl7",7,L2/3 IT CTX Glut,007 L2/3 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0029,CS20230722_SUBC_007,CS20230722_CLAS_01
30,L2/3 IT CTX Glut_2,0030 L2/3 IT CTX Glut_2,"A830009L08Rik,Otof,Npnt,Dpp10","Npnt,Tmem215,Adamts2",7,L2/3 IT CTX Glut,007 L2/3 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0030,CS20230722_SUBC_007,CS20230722_CLAS_01
31,L2/3 IT CTX Glut_3,0031 L2/3 IT CTX Glut_3,"Ccdc3,Dio3,Pou3f2,Grik4,Lrrtm4,Ankfn1","Ankfn1,Dio3,Rprm,Ano4",7,L2/3 IT CTX Glut,007 L2/3 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0031,CS20230722_SUBC_007,CS20230722_CLAS_01
32,L2/3 IT CTX Glut_4,0032 L2/3 IT CTX Glut_4,"Stard8,Egr2,Ccdc3,Grik4,Ankrd63,Nptx2","Nptx2,Gpc4,Thsd7a,Nr4a3",7,L2/3 IT CTX Glut,007 L2/3 IT CTX Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0032,CS20230722_SUBC_007,CS20230722_CLAS_01
33,L2/3 IT ENT Glut_1,0033 L2/3 IT ENT Glut_1,"Slc13a5,Cyp26b1,Fign","Megf11,Htr2a,Sncaip,Syt17",8,L2/3 IT ENT Glut,008 L2/3 IT ENT Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0033,CS20230722_SUBC_008,CS20230722_CLAS_01
34,L2/3 IT ENT Glut_2,0034 L2/3 IT ENT Glut_2,"Mybpc1,Lacc1,Lingo2","Mas1,Nptx2,Cldn1,Stpg1",8,L2/3 IT ENT Glut,008 L2/3 IT ENT Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0034,CS20230722_SUBC_008,CS20230722_CLAS_01
35,L2/3 IT ENT Glut_3,0035 L2/3 IT ENT Glut_3,"Ccdc3,5830418P13Rik,Mob3b,Zar1l,Ntf3","Glis3,Stxbp6,Trhr,Egfem1",8,L2/3 IT ENT Glut,008 L2/3 IT ENT Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0035,CS20230722_SUBC_008,CS20230722_CLAS_01
36,L2/3 IT ENT Glut_4,0036 L2/3 IT ENT Glut_4,"Fermt1,Cxcl14","Rerg,Nrtn",8,L2/3 IT ENT Glut,008 L2/3 IT ENT Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0036,CS20230722_SUBC_008,CS20230722_CLAS_01
37,L2/3 IT ENT Glut_5,0037 L2/3 IT ENT Glut_5,"Fermt1,Qrfpr,Kcnip2","Ovol2,Gpc6,Nrep,Dsc3",8,L2/3 IT ENT Glut,008 L2/3 IT ENT Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0037,CS20230722_SUBC_008,CS20230722_CLAS_01
38,L2/3 IT ENT Glut_6,0038 L2/3 IT ENT Glut_6,"Igfn1,Pde3a,Adra1b,Rxfp1","Zfp536,Adarb2,Grik1,Gucy1a1",8,L2/3 IT ENT Glut,008 L2/3 IT ENT Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0038,CS20230722_SUBC_008,CS20230722_CLAS_01
39,L2/3 IT PIR-ENTl Glut_1,0039 L2/3 IT PIR-ENTl Glut_1,"Ccdc3,Plk5,Slc30a3,Frzb,Fign,Ccbe1,Cux2,Htr2c,Smoc2","Smoc2,Zfpm2,Gm13986,Nos1",9,L2/3 IT PIR-ENTl Glut,009 L2/3 IT PIR-ENTl Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0039,CS20230722_SUBC_009,CS20230722_CLAS_01
40,L2/3 IT PIR-ENTl Glut_2,0040 L2/3 IT PIR-ENTl Glut_2,"Trim54,Slc17a7,Foxo1,Pcsk9","Necab1,Abi3bp,Sox2ot,Cdkn1a",9,L2/3 IT PIR-ENTl Glut,009 L2/3 IT PIR-ENTl Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0040,CS20230722_SUBC_009,CS20230722_CLAS_01
41,L2/3 IT PIR-ENTl Glut_3,0041 L2/3 IT PIR-ENTl Glut_3,"Igfn1,Zfp536,Cbln2,C1ql3,Abi3bp,Arc,Plcxd3","Gm11549,Abi3bp,Ptgs2,Prr16",9,L2/3 IT PIR-ENTl Glut,009 L2/3 IT PIR-ENTl Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0041,CS20230722_SUBC_009,CS20230722_CLAS_01
42,L2/3 IT PIR-ENTl Glut_4,0042 L2/3 IT PIR-ENTl Glut_4,"Igfn1,Endou,Bcl11b,Boc","Pamr1,Cpne7,Erbb4,Endou",9,L2/3 IT PIR-ENTl Glut,009 L2/3 IT PIR-ENTl Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0042,CS20230722_SUBC_009,CS20230722_CLAS_01
43,L2/3 IT PIR-ENTl Glut_5,0043 L2/3 IT PIR-ENTl Glut_5,"Cdc25c,Scn5a","Rxfp1,Rorb",9,L2/3 IT PIR-ENTl Glut,009 L2/3 IT PIR-ENTl Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0043,CS20230722_SUBC_009,CS20230722_CLAS_01
44,L2/3 IT PIR-ENTl Glut_6,0044 L2/3 IT PIR-ENTl Glut_6,"Igfn1,Adamts9,C730002L08Rik,Htr2c,Ptpn14","Col23a1,Gm34466,Lpl,Cpne7",9,L2/3 IT PIR-ENTl Glut,009 L2/3 IT PIR-ENTl Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0044,CS20230722_SUBC_009,CS20230722_CLAS_01
45,L2/3 IT PIR-ENTl Glut_7,0045 L2/3 IT PIR-ENTl Glut_7,"Tfap2d,Antxr2,Unc13c","Antxr2,Deptor",9,L2/3 IT PIR-ENTl Glut,009 L2/3 IT PIR-ENTl Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0045,CS20230722_SUBC_009,CS20230722_CLAS_01
46,IT AON-TT-DP Glut_1,0046 IT AON-TT-DP Glut_1,"Ccdc3,Zic1,Cntnap5a,Stard8","Reln,Acvr1c,Stard8",10,IT AON-TT-DP Glut,010 IT AON-TT-DP Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0046,CS20230722_SUBC_010,CS20230722_CLAS_01
47,IT AON-TT-DP Glut_2,0047 IT AON-TT-DP Glut_2,"Samd9l,C1ql3,Plekha2,Crym","Adamtsl1,Eya1,Inpp4b",10,IT AON-TT-DP Glut,010 IT AON-TT-DP Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0047,CS20230722_SUBC_010,CS20230722_CLAS_01
48,IT AON-TT-DP Glut_3,0048 IT AON-TT-DP Glut_3,"Abi3bp,C1ql1,Bmp6","Klhdc8a,Erbb4",10,IT AON-TT-DP Glut,010 IT AON-TT-DP Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0048,CS20230722_SUBC_010,CS20230722_CLAS_01
49,IT AON-TT-DP Glut_4,0049 IT AON-TT-DP Glut_4,"Gask1b,Nmbr,Gm11549","Nxph3,Adgrd1,Rmst",10,IT AON-TT-DP Glut,010 IT AON-TT-DP Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0049,CS20230722_SUBC_010,CS20230722_CLAS_01
50,IT AON-TT-DP Glut_5,0050 IT AON-TT-DP Glut_5,"Abi3bp,Prss23,C1ql1,Itpka","Npnt,Adcyap1,Gabrg1,Rasgrf2",10,IT AON-TT-DP Glut,010 IT AON-TT-DP Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0050,CS20230722_SUBC_010,CS20230722_CLAS_01
51,L2 IT ENT-po Glut_1,0051 L2 IT ENT-po Glut_1,"Cldn1,Gm40518,Scn4b","Hs3st2,Sorcs1",11,L2 IT ENT-po Glut,011 L2 IT ENT-po Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0051,CS20230722_SUBC_011,CS20230722_CLAS_01
52,L2 IT ENT-po Glut_2,0052 L2 IT ENT-po Glut_2,"Ush2a,Dcn",Hmcn1,11,L2 IT ENT-po Glut,011 L2 IT ENT-po Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0052,CS20230722_SUBC_011,CS20230722_CLAS_01
53,L2 IT ENT-po Glut_3,0053 L2 IT ENT-po Glut_3,"Igfn1,Clspn,Gm34466",Penk,11,L2 IT ENT-po Glut,011 L2 IT ENT-po Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0053,CS20230722_SUBC_011,CS20230722_CLAS_01
54,L2 IT ENT-po Glut_4,0054 L2 IT ENT-po Glut_4,"Tmem255b,Ntf3",Ddit4l,11,L2 IT ENT-po Glut,011 L2 IT ENT-po Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0054,CS20230722_SUBC_011,CS20230722_CLAS_01
55,MEA Slc17a7 Glut_1,0055 MEA Slc17a7 Glut_1,"Krt2,Vgll3,Unc5d,Igfbpl1","Dio3,Slc1a3,Esr1",12,MEA Slc17a7 Glut,012 MEA Slc17a7 Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0055,CS20230722_SUBC_012,CS20230722_CLAS_01
56,MEA Slc17a7 Glut_2,0056 MEA Slc17a7 Glut_2,"A830036E02Rik,Prox1,Neurod2,Scn5a,Ptk2b","Rims3,Scn5a,Cobl",12,MEA Slc17a7 Glut,012 MEA Slc17a7 Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0056,CS20230722_SUBC_012,CS20230722_CLAS_01
57,MEA Slc17a7 Glut_3,0057 MEA Slc17a7 Glut_3,"Trabd2b,Zic5,Dab1,Ntf3","Ntf3,Rassf3,Krt12,Trabd2b",12,MEA Slc17a7 Glut,012 MEA Slc17a7 Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0057,CS20230722_SUBC_012,CS20230722_CLAS_01
58,COAp Grxcr2 Glut_1,0058 COAp Grxcr2 Glut_1,"Dio3,Adam33,Pld5,Matn2",Matn2,13,COAp Grxcr2 Glut,013 COAp Grxcr2 Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0058,CS20230722_SUBC_013,CS20230722_CLAS_01
59,COAp Grxcr2 Glut_2,0059 COAp Grxcr2 Glut_2,"Trh,Gm34466,Met",Rab3b,13,COAp Grxcr2 Glut,013 COAp Grxcr2 Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0059,CS20230722_SUBC_013,CS20230722_CLAS_01
60,LA-BLA-BMA-PA Glut_1,0060 LA-BLA-BMA-PA Glut_1,"1700018A04Rik,Lrrc7,Dcn","1700018A04Rik,Zic5",14,LA-BLA-BMA-PA Glut,014 LA-BLA-BMA-PA Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0060,CS20230722_SUBC_014,CS20230722_CLAS_01
61,LA-BLA-BMA-PA Glut_2,0061 LA-BLA-BMA-PA Glut_2,"Dcn,Tfap2d,Lrrtm4,G630016G05Rik","Tmem215,Meis2,Igfbp6,Sertm1",14,LA-BLA-BMA-PA Glut,014 LA-BLA-BMA-PA Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0061,CS20230722_SUBC_014,CS20230722_CLAS_01
62,LA-BLA-BMA-PA Glut_3,0062 LA-BLA-BMA-PA Glut_3,"Ccdc3,Cyp26b1,Grp,Csmd1,Ddit4l","Zdhhc22,Col12a1,Rmst",14,LA-BLA-BMA-PA Glut,014 LA-BLA-BMA-PA Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0062,CS20230722_SUBC_014,CS20230722_CLAS_01
63,LA-BLA-BMA-PA Glut_4,0063 LA-BLA-BMA-PA Glut_4,"Ptprc,Nlgn1,Vgll3","Spata13,Grp,Chst9,Chrm3",14,LA-BLA-BMA-PA Glut,014 LA-BLA-BMA-PA Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0063,CS20230722_SUBC_014,CS20230722_CLAS_01
64,LA-BLA-BMA-PA Glut_5,0064 LA-BLA-BMA-PA Glut_5,"Ptprc,Syn2,Cyp26b1","Ptprc,Cdkn1a",14,LA-BLA-BMA-PA Glut,014 LA-BLA-BMA-PA Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0064,CS20230722_SUBC_014,CS20230722_CLAS_01
65,LA-BLA-BMA-PA Glut_6,0065 LA-BLA-BMA-PA Glut_6,"Dcn,Col12a1,Mei1","Drd1,Sema5a,Gpr88",14,LA-BLA-BMA-PA Glut,014 LA-BLA-BMA-PA Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0065,CS20230722_SUBC_014,CS20230722_CLAS_01
66,ENTmv-PA-COAp Glut_1,0066 ENTmv-PA-COAp Glut_1,"Dcn,Il16,Ano2,Tenm2","Tpbg,Htr2c,Sulf1",15,ENTmv-PA-COAp Glut,015 ENTmv-PA-COAp Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0066,CS20230722_SUBC_015,CS20230722_CLAS_01
67,ENTmv-PA-COAp Glut_2,0067 ENTmv-PA-COAp Glut_2,"Dcn,Ntn5,Abca8a,Ccn3","Satb2,Zdhhc22",15,ENTmv-PA-COAp Glut,015 ENTmv-PA-COAp Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0067,CS20230722_SUBC_015,CS20230722_CLAS_01
68,ENTmv-PA-COAp Glut_3,0068 ENTmv-PA-COAp Glut_3,"Slc23a3,Dcn",Tekt5,15,ENTmv-PA-COAp Glut,015 ENTmv-PA-COAp Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0068,CS20230722_SUBC_015,CS20230722_CLAS_01
69,CA1-ProS Glut_1,0069 CA1-ProS Glut_1,"Lefty1,Fibcd1,Pcp4l1","Onecut2,Kcnk2,Akain1,Rgs8",16,CA1-ProS Glut,016 CA1-ProS Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0069,CS20230722_SUBC_016,CS20230722_CLAS_01
70,CA1-ProS Glut_2,0070 CA1-ProS Glut_2,"Dcn,Pou3f1,Slc2a9,Serinc2","Sorcs1,Necab1,Stac,Nbl1",16,CA1-ProS Glut,016 CA1-ProS Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0070,CS20230722_SUBC_016,CS20230722_CLAS_01
71,CA1-ProS Glut_3,0071 CA1-ProS Glut_3,"Dcn,Serpina3g,Spink8","Dlk1,Tmem91,Cdh13,Dio3",16,CA1-ProS Glut,016 CA1-ProS Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0071,CS20230722_SUBC_016,CS20230722_CLAS_01
72,CA1-ProS Glut_4,0072 CA1-ProS Glut_4,"Lefty1,Dio3,Hs6st3","Lefty1,Dio3,Necab1,Camk2d",16,CA1-ProS Glut,016 CA1-ProS Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0072,CS20230722_SUBC_016,CS20230722_CLAS_01
73,CA1-ProS Glut_5,0073 CA1-ProS Glut_5,"Dcn,Fbln1,Gm26644","AW551984,Arhgap36,Togaram2",16,CA1-ProS Glut,016 CA1-ProS Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0073,CS20230722_SUBC_016,CS20230722_CLAS_01
74,CA1-ProS Glut_6,0074 CA1-ProS Glut_6,"Dcn,Rtkn2,Cdc14a",Trpc6,16,CA1-ProS Glut,016 CA1-ProS Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0074,CS20230722_SUBC_016,CS20230722_CLAS_01
75,CA3 Glut_1,0075 CA3 Glut_1,"Spink8,St18,Ccdc3","Tox,Strip2,St18",17,CA3 Glut,017 CA3 Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0075,CS20230722_SUBC_017,CS20230722_CLAS_01
76,CA3 Glut_2,0076 CA3 Glut_2,"Mndal,St18,Vgll3","Rprm,St18,Bcl2,Gpr101",17,CA3 Glut,017 CA3 Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0076,CS20230722_SUBC_017,CS20230722_CLAS_01
77,CA3 Glut_3,0077 CA3 Glut_3,"Homer3,Smoc2,Car12,Dpp10,Kcnq5,Tafa1","Epha3,Kcnc4,Oxtr,Rnd2",17,CA3 Glut,017 CA3 Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0077,CS20230722_SUBC_017,CS20230722_CLAS_01
78,CA3 Glut_4,0078 CA3 Glut_4,"Homer3,Cldn22","Rph3a,Ptgs2,Cntn3",17,CA3 Glut,017 CA3 Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0078,CS20230722_SUBC_017,CS20230722_CLAS_01
79,CA3 Glut_5,0079 CA3 Glut_5,"Rcn3,Csf2rb2",Tmem132c,17,CA3 Glut,017 CA3 Glut,1,IT-ET Glut,01 IT-ET Glut,CS20230722_SUPT_0079,CS20230722_SUBC_017,CS20230722_CLAS_01
