supertype_id,supertype_label,supertype_id_label,supertype.markers.combo,supertype.markers.combo (within subclass),subclass_id,subclass_label,subclass_id_label,class_id,class_label,class_id_label,cell_set_accession.supertype,cell_set_accession.subclass,cell_set_accession.class
320,LSX Prdm12 Slit2 Gaba_4,0320 LSX Prdm12 Slit2 Gaba_4,"Prdm12,Ppp1r1b,Rprml,Pnoc,Parm1","Gm5089,Rprml,Gpr88,Ankrd33b",70,LSX Prdm12 Slit2 Gaba,070 LSX Prdm12 Slit2 Gaba,10,LSX GABA,10 LSX GABA,CS20230722_SUPT_0320,CS20230722_SUBC_070,CS20230722_CLAS_10
321,LSX Prdm12 Slit2 Gaba_5,0321 LSX Prdm12 Slit2 Gaba_5,"Nts,Clic4,Ccdc141,Meis2","Stac2,Cartpt,Sox5,Ccdc141",70,LSX Prdm12 Slit2 Gaba,070 LSX Prdm12 Slit2 Gaba,10,LSX GABA,10 LSX GABA,CS20230722_SUPT_0321,CS20230722_SUBC_070,CS20230722_CLAS_10
322,LSX Prdm12 Slit2 Gaba_6,0322 LSX Prdm12 Slit2 Gaba_6,"Spp1,Six3",Spp1,70,LSX Prdm12 Slit2 Gaba,070 LSX Prdm12 Slit2 Gaba,10,LSX GABA,10 LSX GABA,CS20230722_SUPT_0322,CS20230722_SUBC_070,CS20230722_CLAS_10
323,LSX Prdm12 Slit2 Gaba_7,0323 LSX Prdm12 Slit2 Gaba_7,"Prdm12,Rab38,Sst,Met","Met,Styk1",70,LSX Prdm12 Slit2 Gaba,070 LSX Prdm12 Slit2 Gaba,10,LSX GABA,10 LSX GABA,CS20230722_SUPT_0323,CS20230722_SUBC_070,CS20230722_CLAS_10
324,LSX Prdm12 Slit2 Gaba_8,0324 LSX Prdm12 Slit2 Gaba_8,"Fbxw13,Foxp2","C1ql3,9330158H04Rik",70,LSX Prdm12 Slit2 Gaba,070 LSX Prdm12 Slit2 Gaba,10,LSX GABA,10 LSX GABA,CS20230722_SUPT_0324,CS20230722_SUBC_070,CS20230722_CLAS_10
325,LSX Prdm12 Slit2 Gaba_9,0325 LSX Prdm12 Slit2 Gaba_9,"Bub1b,Mogat1,Dgkb","Mc4r,Isl1",70,LSX Prdm12 Slit2 Gaba,070 LSX Prdm12 Slit2 Gaba,10,LSX GABA,10 LSX GABA,CS20230722_SUPT_0325,CS20230722_SUBC_070,CS20230722_CLAS_10
326,LSX Prdm12 Zeb2 Gaba_1,0326 LSX Prdm12 Zeb2 Gaba_1,"Col6a3,Glp1r,Cxcl14,Sv2b","Fgf10,Col15a1,Cxcl14,Unc5b",71,LSX Prdm12 Zeb2 Gaba,071 LSX Prdm12 Zeb2 Gaba,10,LSX GABA,10 LSX GABA,CS20230722_SUPT_0326,CS20230722_SUBC_071,CS20230722_CLAS_10
327,LSX Prdm12 Zeb2 Gaba_2,0327 LSX Prdm12 Zeb2 Gaba_2,"Col6a3,Tmem215,Slc10a4","Sall3,Tmem215",71,LSX Prdm12 Zeb2 Gaba,071 LSX Prdm12 Zeb2 Gaba,10,LSX GABA,10 LSX GABA,CS20230722_SUPT_0327,CS20230722_SUBC_071,CS20230722_CLAS_10
328,LSX Prdm12 Zeb2 Gaba_3,0328 LSX Prdm12 Zeb2 Gaba_3,"Prdm12,Col15a1,Zbbx,Six3,Zeb2","Adra1a,Pde8b,Ntf3,Zeb2",71,LSX Prdm12 Zeb2 Gaba,071 LSX Prdm12 Zeb2 Gaba,10,LSX GABA,10 LSX GABA,CS20230722_SUPT_0328,CS20230722_SUBC_071,CS20230722_CLAS_10
329,LSX Prdm12 Zeb2 Gaba_4,0329 LSX Prdm12 Zeb2 Gaba_4,"Tec,Ntf3,Sostdc1","Arhgef38,Fat1",71,LSX Prdm12 Zeb2 Gaba,071 LSX Prdm12 Zeb2 Gaba,10,LSX GABA,10 LSX GABA,CS20230722_SUPT_0329,CS20230722_SUBC_071,CS20230722_CLAS_10
330,LSX Prdm12 Zeb2 Gaba_5,0330 LSX Prdm12 Zeb2 Gaba_5,"Prdm12,Tll1,Sntb1,Satb1","Slit2,Gfra1",71,LSX Prdm12 Zeb2 Gaba,071 LSX Prdm12 Zeb2 Gaba,10,LSX GABA,10 LSX GABA,CS20230722_SUPT_0330,CS20230722_SUBC_071,CS20230722_CLAS_10
331,LSX Sall3 Lmo1 Gaba_1,0331 LSX Sall3 Lmo1 Gaba_1,"Slco1c1,Slc32a1,Fam163a,Rai14","Gpr101,Fam163a,Fosl2",72,LSX Sall3 Lmo1 Gaba,072 LSX Sall3 Lmo1 Gaba,10,LSX GABA,10 LSX GABA,CS20230722_SUPT_0331,CS20230722_SUBC_072,CS20230722_CLAS_10
332,LSX Sall3 Lmo1 Gaba_2,0332 LSX Sall3 Lmo1 Gaba_2,"Slco1c1,Col6a3,Mob3b,Syn2","Kcng1,Six3os1,Dlk1",72,LSX Sall3 Lmo1 Gaba,072 LSX Sall3 Lmo1 Gaba,10,LSX GABA,10 LSX GABA,CS20230722_SUPT_0332,CS20230722_SUBC_072,CS20230722_CLAS_10
333,LSX Sall3 Lmo1 Gaba_3,0333 LSX Sall3 Lmo1 Gaba_3,"Ttr,Slc12a8,Sall3",Pcsk6,72,LSX Sall3 Lmo1 Gaba,072 LSX Sall3 Lmo1 Gaba,10,LSX GABA,10 LSX GABA,CS20230722_SUPT_0333,CS20230722_SUBC_072,CS20230722_CLAS_10
334,LSX Sall3 Lmo1 Gaba_4,0334 LSX Sall3 Lmo1 Gaba_4,"Ttr,Mfsd13b",Fmo1,72,LSX Sall3 Lmo1 Gaba,072 LSX Sall3 Lmo1 Gaba,10,LSX GABA,10 LSX GABA,CS20230722_SUPT_0334,CS20230722_SUBC_072,CS20230722_CLAS_10
335,LSX Sall3 Lmo1 Gaba_5,0335 LSX Sall3 Lmo1 Gaba_5,"Col6a3,Ecel1,Tmem132c,Cobl","Calb2,Ecel1",72,LSX Sall3 Lmo1 Gaba,072 LSX Sall3 Lmo1 Gaba,10,LSX GABA,10 LSX GABA,CS20230722_SUPT_0335,CS20230722_SUBC_072,CS20230722_CLAS_10
336,LSX Sall3 Lmo1 Gaba_6,0336 LSX Sall3 Lmo1 Gaba_6,"Prdm12,Gm39185,Col6a3,Clic6","Lncenc1,Chrm3",72,LSX Sall3 Lmo1 Gaba,072 LSX Sall3 Lmo1 Gaba,10,LSX GABA,10 LSX GABA,CS20230722_SUPT_0336,CS20230722_SUBC_072,CS20230722_CLAS_10
337,MEA-BST Sox6 Gaba_1,0337 MEA-BST Sox6 Gaba_1,"Tnfaip8l3,Prox1,Kcng1,Pou3f3","Nbl1,Nfia,Shisa6,Cplx3",73,MEA-BST Sox6 Gaba,073 MEA-BST Sox6 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0337,CS20230722_SUBC_073,CS20230722_CLAS_11
338,MEA-BST Sox6 Gaba_2,0338 MEA-BST Sox6 Gaba_2,"Sox6,Gm10754,Nfib,Kcng1,Dlx1,Tnfaip8l3","Gm10754,Gfra1,Nfix,Pcp4l1",73,MEA-BST Sox6 Gaba,073 MEA-BST Sox6 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0338,CS20230722_SUBC_073,CS20230722_CLAS_11
339,MEA-BST Sox6 Gaba_3,0339 MEA-BST Sox6 Gaba_3,"Sox6,Prox1os,Fign,Meis2","Meis2,Prox1os,Stac,Syndig1",73,MEA-BST Sox6 Gaba,073 MEA-BST Sox6 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0339,CS20230722_SUBC_073,CS20230722_CLAS_11
340,MEA-BST Sox6 Gaba_4,0340 MEA-BST Sox6 Gaba_4,"Sox6,Kcng1,Cxcl14,Arx,Npy1r,Bcl11b,Csmd3","Pde3a,Npy1r,Il1rapl2,Fign",73,MEA-BST Sox6 Gaba,073 MEA-BST Sox6 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0340,CS20230722_SUBC_073,CS20230722_CLAS_11
341,MEA-BST Sox6 Gaba_5,0341 MEA-BST Sox6 Gaba_5,"Nr2e1,Rprml,Bcl6,Cdh6,Mpped2,Sgcz","Nr2e1,Mpped2,Gpr101,Gabrq",73,MEA-BST Sox6 Gaba,073 MEA-BST Sox6 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0341,CS20230722_SUBC_073,CS20230722_CLAS_11
342,MEA-BST Sox6 Gaba_6,0342 MEA-BST Sox6 Gaba_6,"Sp8,Sox6,Lamb3,Dscaml1","Gpr149,Sp8,Meis2,Adamts18",73,MEA-BST Sox6 Gaba,073 MEA-BST Sox6 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0342,CS20230722_SUBC_073,CS20230722_CLAS_11
343,MEA-BST Sox6 Gaba_7,0343 MEA-BST Sox6 Gaba_7,"Cyp19a1,Qrfpr","Frem3,Syt10,Sp9",73,MEA-BST Sox6 Gaba,073 MEA-BST Sox6 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0343,CS20230722_SUBC_073,CS20230722_CLAS_11
344,MEA-BST Sox6 Gaba_8,0344 MEA-BST Sox6 Gaba_8,"5830418P13Rik,Sp8,Pdyn","Zfp536,Dach1,Sp8",73,MEA-BST Sox6 Gaba,073 MEA-BST Sox6 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0344,CS20230722_SUBC_073,CS20230722_CLAS_11
345,MEA-BST Sox6 Gaba_9,0345 MEA-BST Sox6 Gaba_9,"5830418P13Rik,Gm38505,Sox6","Vcan,Tmem176a",73,MEA-BST Sox6 Gaba,073 MEA-BST Sox6 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0345,CS20230722_SUBC_073,CS20230722_CLAS_11
346,MEA-BST Sox6 Gaba_10,0346 MEA-BST Sox6 Gaba_10,"Tll2,Htr3a,Mylk","St18,Tac2",73,MEA-BST Sox6 Gaba,073 MEA-BST Sox6 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0346,CS20230722_SUBC_073,CS20230722_CLAS_11
347,MEA-BST Lhx6 Sp9 Gaba_1,0347 MEA-BST Lhx6 Sp9 Gaba_1,"Frem3,Esr2,Nr2e1,Sox6","Sox6,Greb1,Esr2,Ddc",74,MEA-BST Lhx6 Sp9 Gaba,074 MEA-BST Lhx6 Sp9 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0347,CS20230722_SUBC_074,CS20230722_CLAS_11
348,MEA-BST Lhx6 Sp9 Gaba_2,0348 MEA-BST Lhx6 Sp9 Gaba_2,"Frem3,Greb1,Sp9,Esr1,Dchs2,Runx1t1,Trhr","Sntb1,Dgkk,Greb1,Pde1c",74,MEA-BST Lhx6 Sp9 Gaba,074 MEA-BST Lhx6 Sp9 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0348,CS20230722_SUBC_074,CS20230722_CLAS_11
349,MEA-BST Lhx6 Sp9 Gaba_3,0349 MEA-BST Lhx6 Sp9 Gaba_3,"Frem3,Ptgs1,Megf11,Crhr2,Arhgap36","Syt6,Megf11,Maf",74,MEA-BST Lhx6 Sp9 Gaba,074 MEA-BST Lhx6 Sp9 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0349,CS20230722_SUBC_074,CS20230722_CLAS_11
350,MEA-BST Lhx6 Sp9 Gaba_4,0350 MEA-BST Lhx6 Sp9 Gaba_4,"Nr2e1,Lpl,Fosl2,Foxp2,Sox6","Tgfbr2,Sox6,Kit,Tmtc2",74,MEA-BST Lhx6 Sp9 Gaba,074 MEA-BST Lhx6 Sp9 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0350,CS20230722_SUBC_074,CS20230722_CLAS_11
351,MEA-BST Lhx6 Sp9 Gaba_5,0351 MEA-BST Lhx6 Sp9 Gaba_5,"Nxph2,Nts,Gm38505","Nts,Tacr1,Tox,Lbhd2",74,MEA-BST Lhx6 Sp9 Gaba,074 MEA-BST Lhx6 Sp9 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0351,CS20230722_SUBC_074,CS20230722_CLAS_11
352,MEA-BST Lhx6 Sp9 Gaba_6,0352 MEA-BST Lhx6 Sp9 Gaba_6,"Nr2e1,Six3,Dscam","Dgkk,Lpl,Lix1,Tmem132c",74,MEA-BST Lhx6 Sp9 Gaba,074 MEA-BST Lhx6 Sp9 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0352,CS20230722_SUBC_074,CS20230722_CLAS_11
353,MEA-BST Lhx6 Sp9 Gaba_7,0353 MEA-BST Lhx6 Sp9 Gaba_7,"Satb2,Sp8","Satb2,Thsd7b",74,MEA-BST Lhx6 Sp9 Gaba,074 MEA-BST Lhx6 Sp9 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0353,CS20230722_SUBC_074,CS20230722_CLAS_11
354,MEA-BST Lhx6 Nr2e1 Gaba_1,0354 MEA-BST Lhx6 Nr2e1 Gaba_1,"Calcr,Nr2e1,Lpl","Lamb3,Slit3",75,MEA-BST Lhx6 Nr2e1 Gaba,075 MEA-BST Lhx6 Nr2e1 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0354,CS20230722_SUBC_075,CS20230722_CLAS_11
355,MEA-BST Lhx6 Nr2e1 Gaba_2,0355 MEA-BST Lhx6 Nr2e1 Gaba_2,"Nr2e1,A2ml1,Drd2","Stac,Cbln4",75,MEA-BST Lhx6 Nr2e1 Gaba,075 MEA-BST Lhx6 Nr2e1 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0355,CS20230722_SUBC_075,CS20230722_CLAS_11
356,MEA-BST Lhx6 Nr2e1 Gaba_3,0356 MEA-BST Lhx6 Nr2e1 Gaba_3,"Nr2e1,Prkcq,Gldn",Tmem132c,75,MEA-BST Lhx6 Nr2e1 Gaba,075 MEA-BST Lhx6 Nr2e1 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0356,CS20230722_SUBC_075,CS20230722_CLAS_11
357,MEA-BST Lhx6 Nfib Gaba_1,0357 MEA-BST Lhx6 Nfib Gaba_1,"Esr2,Sox6,Sulf1","Alkal2,Oprk1,Ppp1r17,Lmo1",76,MEA-BST Lhx6 Nfib Gaba,076 MEA-BST Lhx6 Nfib Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0357,CS20230722_SUBC_076,CS20230722_CLAS_11
358,MEA-BST Lhx6 Nfib Gaba_2,0358 MEA-BST Lhx6 Nfib Gaba_2,"Cyp19a1,St18,Cck","Plpp4,Rtn4rl1,St18,Cyp19a1",76,MEA-BST Lhx6 Nfib Gaba,076 MEA-BST Lhx6 Nfib Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0358,CS20230722_SUBC_076,CS20230722_CLAS_11
359,MEA-BST Lhx6 Nfib Gaba_3,0359 MEA-BST Lhx6 Nfib Gaba_3,"Esr2,Nxph2,Bmpr1b","Nxph2,Trpc6,Irs4",76,MEA-BST Lhx6 Nfib Gaba,076 MEA-BST Lhx6 Nfib Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0359,CS20230722_SUBC_076,CS20230722_CLAS_11
360,MEA-BST Lhx6 Nfib Gaba_4,0360 MEA-BST Lhx6 Nfib Gaba_4,"Gldn,St18,Npas1,Lhx6","Dnah10,Prox1,Pdyn",76,MEA-BST Lhx6 Nfib Gaba,076 MEA-BST Lhx6 Nfib Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0360,CS20230722_SUBC_076,CS20230722_CLAS_11
361,MEA-BST Lhx6 Nfib Gaba_5,0361 MEA-BST Lhx6 Nfib Gaba_5,"Moxd1,Frem3,St18,Rab3b","Dpf3,Frem3,Igsf21,Chst9",76,MEA-BST Lhx6 Nfib Gaba,076 MEA-BST Lhx6 Nfib Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0361,CS20230722_SUBC_076,CS20230722_CLAS_11
362,MEA-BST Lhx6 Nfib Gaba_6,0362 MEA-BST Lhx6 Nfib Gaba_6,"Moxd1,Ano2,Sst,Prox1","Sst,Ano2,Ubash3b,Reln",76,MEA-BST Lhx6 Nfib Gaba,076 MEA-BST Lhx6 Nfib Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0362,CS20230722_SUBC_076,CS20230722_CLAS_11
363,CEA-BST Gal Avp Gaba_1,0363 CEA-BST Gal Avp Gaba_1,"Avp,Pgm5","Gal,Avp",77,CEA-BST Gal Avp Gaba,077 CEA-BST Gal Avp Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0363,CS20230722_SUBC_077,CS20230722_CLAS_11
364,SI-MA-ACB Ebf1 Bnc2 Gaba_1,0364 SI-MA-ACB Ebf1 Bnc2 Gaba_1,"Bnc2,Arx,Tacr1,Stac","Arhgef26,Ebf1",78,SI-MA-ACB Ebf1 Bnc2 Gaba,078 SI-MA-ACB Ebf1 Bnc2 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0364,CS20230722_SUBC_078,CS20230722_CLAS_11
365,SI-MA-ACB Ebf1 Bnc2 Gaba_2,0365 SI-MA-ACB Ebf1 Bnc2 Gaba_2,"Bnc2,Gad1,Cntnap3,9330158H04Rik","Sema3d,Tox,Fign,Sox2ot",78,SI-MA-ACB Ebf1 Bnc2 Gaba,078 SI-MA-ACB Ebf1 Bnc2 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0365,CS20230722_SUBC_078,CS20230722_CLAS_11
366,SI-MA-ACB Ebf1 Bnc2 Gaba_3,0366 SI-MA-ACB Ebf1 Bnc2 Gaba_3,"Aldh1a3,Gm32828,Tshz2",Zeb2,78,SI-MA-ACB Ebf1 Bnc2 Gaba,078 SI-MA-ACB Ebf1 Bnc2 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0366,CS20230722_SUBC_078,CS20230722_CLAS_11
367,CEA-BST Six3 Cyp26b1 Gaba_1,0367 CEA-BST Six3 Cyp26b1 Gaba_1,"Upk1b,Bmpr1b,Mafb","Dio3,Pkib,Spon1,Mafb",79,CEA-BST Six3 Cyp26b1 Gaba,079 CEA-BST Six3 Cyp26b1 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0367,CS20230722_SUBC_079,CS20230722_CLAS_11
368,CEA-BST Six3 Cyp26b1 Gaba_2,0368 CEA-BST Six3 Cyp26b1 Gaba_2,"Ifi27l2a,Fst,Cyp26b1",Sox13,79,CEA-BST Six3 Cyp26b1 Gaba,079 CEA-BST Six3 Cyp26b1 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0368,CS20230722_SUBC_079,CS20230722_CLAS_11
369,CEA-BST Six3 Cyp26b1 Gaba_3,0369 CEA-BST Six3 Cyp26b1 Gaba_3,"Upk1b,Tacr3,Pcdh10","Tacr3,Htr7,6430628N08Rik,Zfp423",79,CEA-BST Six3 Cyp26b1 Gaba,079 CEA-BST Six3 Cyp26b1 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0369,CS20230722_SUBC_079,CS20230722_CLAS_11
370,CEA-BST Six3 Cyp26b1 Gaba_4,0370 CEA-BST Six3 Cyp26b1 Gaba_4,"Upk1b,Eya4,Sp8","Eya4,Sp8,Gfra1",79,CEA-BST Six3 Cyp26b1 Gaba,079 CEA-BST Six3 Cyp26b1 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0370,CS20230722_SUBC_079,CS20230722_CLAS_11
371,CEA-BST Six3 Cyp26b1 Gaba_5,0371 CEA-BST Six3 Cyp26b1 Gaba_5,"Upk1b,Pde11a,Meis2,Pifo","Pde11a,Crym,Drd2",79,CEA-BST Six3 Cyp26b1 Gaba,079 CEA-BST Six3 Cyp26b1 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0371,CS20230722_SUBC_079,CS20230722_CLAS_11
372,CEA-BST Six3 Cyp26b1 Gaba_6,0372 CEA-BST Six3 Cyp26b1 Gaba_6,"Upk1b,Sp8,Ahi1,Glp1r,Nefl","Gulp1,Gpr101,Glp1r",79,CEA-BST Six3 Cyp26b1 Gaba,079 CEA-BST Six3 Cyp26b1 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0372,CS20230722_SUBC_079,CS20230722_CLAS_11
373,CEA-AAA-BST Six3 Sp9 Gaba_1,0373 CEA-AAA-BST Six3 Sp9 Gaba_1,"Nts,Prox1,Foxg1,Meis2","B130024G19Rik,Slit2,Nr4a3,Sema6a",80,CEA-AAA-BST Six3 Sp9 Gaba,080 CEA-AAA-BST Six3 Sp9 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0373,CS20230722_SUBC_080,CS20230722_CLAS_11
374,CEA-AAA-BST Six3 Sp9 Gaba_2,0374 CEA-AAA-BST Six3 Sp9 Gaba_2,"Pax6,6430628N08Rik,Col11a1,Npy2r,Mpped2,Foxp2","Tacr1,Rftn1,Esr1,Trhr",80,CEA-AAA-BST Six3 Sp9 Gaba,080 CEA-AAA-BST Six3 Sp9 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0374,CS20230722_SUBC_080,CS20230722_CLAS_11
375,CEA-AAA-BST Six3 Sp9 Gaba_3,0375 CEA-AAA-BST Six3 Sp9 Gaba_3,"Nts,Six3os1,Dach2,Dlk1,Meis2","Dlk1,Drd2",80,CEA-AAA-BST Six3 Sp9 Gaba,080 CEA-AAA-BST Six3 Sp9 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0375,CS20230722_SUBC_080,CS20230722_CLAS_11
376,CEA-AAA-BST Six3 Sp9 Gaba_4,0376 CEA-AAA-BST Six3 Sp9 Gaba_4,"Adora2a,Ctxn3,Dach1,Pcp4","Cyp26b1,Adora2a,Pax6,Zfp536",80,CEA-AAA-BST Six3 Sp9 Gaba,080 CEA-AAA-BST Six3 Sp9 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0376,CS20230722_SUBC_080,CS20230722_CLAS_11
377,CEA-AAA-BST Six3 Sp9 Gaba_5,0377 CEA-AAA-BST Six3 Sp9 Gaba_5,"Glis3,6430628N08Rik,Pax6","Glis3,B130024G19Rik,6430628N08Rik",80,CEA-AAA-BST Six3 Sp9 Gaba,080 CEA-AAA-BST Six3 Sp9 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0377,CS20230722_SUBC_080,CS20230722_CLAS_11
378,CEA-AAA-BST Six3 Sp9 Gaba_6,0378 CEA-AAA-BST Six3 Sp9 Gaba_6,"Adora2a,C1ql1",C1ql1,80,CEA-AAA-BST Six3 Sp9 Gaba,080 CEA-AAA-BST Six3 Sp9 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0378,CS20230722_SUBC_080,CS20230722_CLAS_11
379,CEA-AAA-BST Six3 Sp9 Gaba_7,0379 CEA-AAA-BST Six3 Sp9 Gaba_7,"Six3,C1ql3,Tll1,Zbbx,Mgat4c","C1ql3,Csrp2",80,CEA-AAA-BST Six3 Sp9 Gaba,080 CEA-AAA-BST Six3 Sp9 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0379,CS20230722_SUBC_080,CS20230722_CLAS_11
380,CEA-AAA-BST Six3 Sp9 Gaba_8,0380 CEA-AAA-BST Six3 Sp9 Gaba_8,"Pax6,Klhl14,Rprml,Ust,Rmst","Klhl14,Col8a1",80,CEA-AAA-BST Six3 Sp9 Gaba,080 CEA-AAA-BST Six3 Sp9 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0380,CS20230722_SUBC_080,CS20230722_CLAS_11
381,ACB-BST-FS D1 Gaba_1,0381 ACB-BST-FS D1 Gaba_1,"Pdyn,Ankrd63,Dgkk,Sox1ot,Cartpt,Six3","Dlk1,Tox3",81,ACB-BST-FS D1 Gaba,081 ACB-BST-FS D1 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0381,CS20230722_SUBC_081,CS20230722_CLAS_11
382,ACB-BST-FS D1 Gaba_2,0382 ACB-BST-FS D1 Gaba_2,"Isl1,Tmem215,Foxp2,Nr2f1,Gpr83,Scn5a","Syndig1l,Scn5a",81,ACB-BST-FS D1 Gaba,081 ACB-BST-FS D1 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0382,CS20230722_SUBC_081,CS20230722_CLAS_11
383,ACB-BST-FS D1 Gaba_3,0383 ACB-BST-FS D1 Gaba_3,"Slc17a8,A730046J19Rik,Meis2","Mbnl3,Nxph1,Barx2",81,ACB-BST-FS D1 Gaba,081 ACB-BST-FS D1 Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0383,CS20230722_SUBC_081,CS20230722_CLAS_11
384,CEA-BST Ebf1 Pdyn Gaba_1,0384 CEA-BST Ebf1 Pdyn Gaba_1,"6430628N08Rik,Isl1,Ebf1,Tshz2,Adora1,Six3","Npy1r,Synpr,Parm1,Slc16a10",82,CEA-BST Ebf1 Pdyn Gaba,082 CEA-BST Ebf1 Pdyn Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0384,CS20230722_SUBC_082,CS20230722_CLAS_11
385,CEA-BST Ebf1 Pdyn Gaba_2,0385 CEA-BST Ebf1 Pdyn Gaba_2,"Fst,Tac1,Asb4","Dgkk,Asb4",82,CEA-BST Ebf1 Pdyn Gaba,082 CEA-BST Ebf1 Pdyn Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0385,CS20230722_SUBC_082,CS20230722_CLAS_11
386,CEA-BST Ebf1 Pdyn Gaba_3,0386 CEA-BST Ebf1 Pdyn Gaba_3,"Spink8,Vipr2,Meis2","Crym,Ebf1",82,CEA-BST Ebf1 Pdyn Gaba,082 CEA-BST Ebf1 Pdyn Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0386,CS20230722_SUBC_082,CS20230722_CLAS_11
387,CEA-BST Ebf1 Pdyn Gaba_4,0387 CEA-BST Ebf1 Pdyn Gaba_4,"Tac2,Six3,Ebf1,Camk2n2","Kcnj5,Six3os1,Ebf1",82,CEA-BST Ebf1 Pdyn Gaba,082 CEA-BST Ebf1 Pdyn Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0387,CS20230722_SUBC_082,CS20230722_CLAS_11
388,CEA-BST Ebf1 Pdyn Gaba_5,0388 CEA-BST Ebf1 Pdyn Gaba_5,"Isl1,Igfbp6,Col12a1","Prkd1,9530026P05Rik,Col12a1,Gpx3",82,CEA-BST Ebf1 Pdyn Gaba,082 CEA-BST Ebf1 Pdyn Gaba,11,CNU-HYa GABA,11 CNU-HYa GABA,CS20230722_SUPT_0388,CS20230722_SUBC_082,CS20230722_CLAS_11
